digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
3,K,64,642,-,-,Activities of holding companies,,,Aktiviti syarikat pemegang,,
3,K,64,643,-,-,"Trusts, funds and similar financial entities",,,"Amanah, tabung dan entiti kewangan seumpamanya",,
3,K,64,649,-,-,"Other financial service activities, except insurance and pension funding activities",,,"Aktiviti perkhidmatan kewangan lain, kecuali insurans/takaful dan aktiviti tabungan pencen",,
3,K,65,651,-,-,Insurance,,,Insurans/Takaful,,
3,K,65,652,-,-,Reinsurance,,,Insurans/Takaful Semula,,
3,K,65,653,-,-,Pension funding,,,Tabungan pencen dan tabungan hemat,,
3,K,66,661,-,-,"Activities auxiliary to financial service activities, except insurance and pension funding",,,"Aktiviti sokongan kepada aktiviti perkhidmatan kewangan, kecuali insurans/takaful dan tabungan pencen",,
3,K,66,662,-,-,Activities auxiliary to insurance and pension funding,,,Aktiviti sokongan kepada insurans/takaful dan tabungan pencen,,
3,K,66,663,-,-,Fund management activities,,,Aktiviti pengurusan tabung,,
3,L,68,681,-,-,Real estate activities with own or leased property,,,Aktiviti hartanah bagi harta milikan sendiri atau pajakan kontrak,,
3,L,68,682,-,-,Real estate activities on a fee or contract basis,,,Aktiviti hartanah atas dasar bayaran,,
3,M,69,691,-,-,Legal activities,,,Aktiviti guaman,,
3,M,69,692,-,-,"Accounting, bookkeeping and auditing activities; tax consultancy",,,"Aktiviti perakaunan, simpan kira dan audit; perundingan percukaian",,
3,M,70,701,-,-,Activities of head offices,,,Aktiviti ibu pejabat,,
3,M,70,702,-,-,Management consultancy activities,,,Aktiviti perundingan pengurusan,,
3,M,71,711,-,-,Architectural and engineering activities and related technical consultancy,,,Aktiviti arkitek dan kejuruteraan dan perundingan teknikal yang berkaitan,,
3,M,71,712,-,-,Technical testing and analysis,,,Ujian teknikal dan analisis,,
3,M,72,721,-,-,Research and experimental development on natural sciences and engineering,,,Penyelidikan dan pembangunan eksperimen sains semula jadi dan kejuruteraan,,
3,M,72,722,-,-,Research and experimental development on social sciences and humanities,,,Pembangunan penyelidikan dan eksperimen sains sosial dan kemanusiaan,,
3,M,73,731,-,-,Advertising,,,Pengiklanan,,
3,M,73,732,-,-,Market research and public opinion polling,,,Penyelidikan pasaran dan tinjauan pendapat umum,,
3,M,74,741,-,-,Specialized design activities,,,Aktiviti mereka bentuk khusus,,
3,M,74,742,-,-,Photographic activities,,,Aktiviti fotografi,,
3,M,74,749,-,-,"Other professional, scientific and technical activities n.e.c.",,,"Aktiviti profesional, saintifik dan teknikal lain",,
3,M,75,750,-,-,Veterinary activities,,,Aktiviti veterinar,,
3,N,77,771,-,-,Renting and leasing of motor vehicles,,,Penyewaan dan pemajakan kenderaan bermotor,,
3,N,77,772,-,-,Renting and leasing of personal and household goods,,,Penyewaan dan pemajakan barang persendirian dan isi rumah,,
3,N,77,773,-,-,"Renting and leasing of other machinery, equipment and tangible goods",,,"Penyewaan dan pemajakan mesin, kelengkapan dan barang ketara lain",,
3,N,77,774,-,-,"Leasing of intellectual property and similar products, except copyrighted works",,,"Pemajakan harta intelektual dan produk seumpamanya, kecuali kerja berhakcipta",,
3,N,78,781,-,-,Activities of employment placement agencies,,,Aktiviti agensi penempatan pekerjaan,,
3,N,78,782,-,-,Temporary employment agency activities,,,Aktiviti agensi pekerjaan sementara,,
3,N,78,783,-,-,Other human resources provision,,,Penyediaan sumber manusia lain,,
3,N,79,791,-,-,Travel agency and tour operator activities,,,Aktiviti agensi pengembaraan dan operator pelancongan,,
3,N,79,799,-,-,Other reservation service and related activities,,,Aktiviti khidmat penempahan lain dan aktiviti berkaitan,,
3,N,80,801,-,-,Private security activities,,,Aktiviti keselamatan persendirian,,
3,N,80,802,-,-,Security systems service activities,,,Aktiviti perkhidmatan sistem keselamatan,,
3,N,80,803,-,-,Investigation activities,,,Aktiviti penyiasatan,,
3,N,81,811,-,-,Combined facilities support activities,,,Aktiviti sokongan gabungan pelbagai kemudahan,,
3,N,81,812,-,-,Cleaning activities,,,Aktiviti pembersihan,,
3,N,81,813,-,-,Landscape care and maintenance service activities,,,Aktiviti perkhidmatan penjagaan dan penyelenggaraan lanskap,,
3,N,82,821,-,-,Office administrative and support activities,,,Aktiviti pengurusan dan sokongan pejabat,,
3,N,82,822,-,-,Activities of call centres,,,Aktiviti pusat panggilan,,
3,N,82,823,-,-,Organization of conventions and trade shows,,,Pengurusan konvensyen dan pameran perdagangan,,
3,N,82,829,-,-,Business support service activities n.e.c.,,,Aktiviti perkhidmatan sokongan perniagaan t.t.t.l.,,
3,O,84,841,-,-,Administration of the State and the economic and social policy of the community,,,Pentadbiran Negeri dan polisi ekonomi dan sosial bagi komuniti,,
3,O,84,842,-,-,Provision of services to the community as a whole,,,Penyediaan perkhidmatan kepada komuniti secara keseluruhannya,,
3,O,84,843,-,-,Compulsory social security activities,,,Aktiviti keselamatan sosial wajib,,
3,P,85,851,-,-,Pre-primary and primary education,,,Pendidikan pra-sekolah dan pendidikan rendah,,
3,P,85,852,-,-,Secondary education,,,Pendidikan menengah,,
3,P,85,853,-,-,Higher education,,,Pendidikan tinggi,,
3,P,85,854,-,-,Other education,,,Pendidikan lain,,
3,P,85,855,-,-,Educational support activities,,,Perkhidmatan sokongan pendidikan,,
3,Q,86,861,-,-,Hospital activities,,,Aktiviti hospital,,
3,Q,86,862,-,-,Medical and dental practice activities,,,Aktiviti amalan perubatan dan pergigian,,
3,Q,86,869,-,-,Other human health activities,,,Aktiviti kesihatan kemanusiaan lain,,
3,Q,87,871,-,-,Residential nursing care facilities,,,Kemudahan rumah perawatan,,
3,Q,87,872,-,-,"Residential care activities for mental retardation, mental health and substance abuse",,,"Aktiviti rumah penjagaan untuk orang terencat akal, kesihatan mental dan penyalahgunaan bahan kimia",,
3,Q,87,873,-,-,Residential care activities for the elderly and disabled,,,Aktiviti rumah penjagaan untuk orang tua dan orang kurang upaya,,
3,Q,87,879,-,-,Other residential care activities,,,Aktiviti rumah penjagaan lain,,
3,Q,88,881,-,-,Social work activities without accommodation for the elderly and disabled,,,Aktiviti kerja sosial tanpa penginapan untuk orang tua dan orang kurang upaya,,
3,Q,88,889,-,-,Other social work activities without accommodation,,,Aktiviti kerja sosial lain tanpa penginapan t.t.t.l.,,
3,R,90,900,-,-,"Creative, arts and entertainment activities",,,"Aktiviti kesenian, hiburan dan kreatif",,
3,R,91,910,-,-,"Libraries, archives, museums and other cultural activities",,,"Aktiviti perpustakaan, arkib, muzium dan kebudayaan lain",,
3,R,92,920,-,-,Gambling and betting activities,,,Aktiviti perjudian dan pertaruhan,,
3,R,93,931,-,-,Sports activities,,,Aktiviti sukan,,
3,R,93,932,-,-,Other amusement and recreation activities,,,Aktiviti hiburan dan rekreasi lain,,
3,S,94,941,-,-,"Activities of business, employers and professional membership organizations",,,"Aktiviti organisasi keahlian perniagaan, majikan dan profesional",,
3,S,94,942,-,-,Activities of trade unions,,,Aktiviti kesatuan buruh,,
3,S,94,949,-,-,Activities of other membership organizations,,,Aktiviti keahlian organisasi lain,,
3,S,95,951,-,-,Repair of computers and communication equipment,,,Pembaikan komputer dan peralatan komunikasi,,
3,S,95,952,-,-,Repair of personal and household goods,,,Pembaikan barangan persendirian dan isi rumah,,
3,S,96,960,-,-,Other personal service activities,,,Aktiviti berkaitan perkhidmatan persendirian lain,,
3,T,97,970,-,-,Activities of households as employers of domestic personnel,,,Aktiviti isi rumah sebagai majikan bagi personel domestik,,
3,T,98,981,-,-,Undifferentiated goods-producing activities of private households for own use,,,Aktiviti mengeluarkan barangan yang tidak dapat dibezakan oleh isi rumah persendirian untuk kegunaan sendiri,,
3,T,98,982,-,-,Undifferentiated service-producing activities of private households for own use,,,Aktiviti menyediakan perkhidmatan yang tidak dapat dibezakan oleh isi rumah persendirian untuk kegunaan sendiri,,
3,U,99,990,-,-,Activities of extraterritorial organizations and bodies,,,Aktiviti badan dan pertubuhan luar wilayah,,
4,A,01,011,0111,-,"Growing of cereals (except paddy), leguminous crops and oil seeds","growing of maize for fodder, see 01199",growing of mixed crops within agriculture units,"Penanaman bijirin (kecuali padi), tanaman kekacang dan bijian berminyak","penanaman jagung untuk makanan haiwan, lihat 01199",penanaman tanaman campuran di dalam unit pertanian
4,A,01,011,0112,-,Growing of paddy,,organic farming and the growing of genetically modified paddy,Penanaman padi,,tanaman organik dan penanaman padi yang dimodifikasi secara genetik
4,A,01,011,0113,-,"Growing of vegetables and melons, roots and tubers","_x000D_(a) growing of mushroom spaw see 01303 (b) growing of chilies and peppers (capsicum spp.) and other spices and aromatic crops, see 0128",,"Penanaman sayur-sayuran dan tembikai, ubi","(a) penanaman benih cendawan, lihat 01303; (b) penanaman cili (lada benggala spp.) dan tanaman rempahan serta aromatik yang lain, lihat 0128",
4,A,01,011,0114,-,Growing of sugar cane,"growing of sugar beet, see 01137",,Penanaman tebu,"penanaman ubi gula, lihat 01137",
4,A,01,011,0115,-,Growing of tobacco,,,Penanaman tembakau,,
4,A,01,011,0116,-,Growing of fibre crops,,"_x000D_(a) growing of cotton_x000D_ (b) growing of jute, kenaf and other textile bast fibres_x000D_ (c) growing of flax and true hemp_x000D_ (d) growing of sisal and other textile fibre of the genus agave_x000D_ (e) growing of abaca, ramie and other vegetable textile fibres_x000D_ (f) growing of other fibre crops",Penanaman tanaman berserat,,"(a) penanaman pokok kapas (b) penanaman jut, kenaf dan lain-lain tanaman berserat untuk tekstil (c) penanaman pokok flaks dan hem (d) penanaman sisal dan lain-lain tanaman berserat dari jenis daun berduri untuk tujuan tekstil (e) penanaman abaka, rami dan sayuran berserat untuk tekstil (f) penanaman tanaman berserat yang lain"
4,A,01,011,0119,-,Growing of other non-perennial crops,"growing of non-perennial spice, aromatic, drug and pharmaceutical crops, see 0128",,Penanaman tanaman bukan kekal lain,"penanaman rempah bukan kekal, aromatik dan tanaman untuk tujuan ubat,lihat 0128",
4,A,01,012,0121,-,Growing of grapes,,,Penanaman anggur,,
4,A,01,012,0122,-,Growing of tropical and subtropical fruits,,,Penanaman buah-buahan tropika dan subtropika,,
4,A,01,012,0123,-,Growing of citrus fruits,,,Penanaman buah-buahan sitrus,,
4,A,01,012,0124,-,Growing of pome fruits and stone fruits,,,Penanaman buah-buahan delima dan buah-buahan berbiji,,
4,A,01,012,0125,-,Growing of other tree and bush fruits and nuts,"growing of coconut, see 01263",,Penanaman pokok lain dan buah-buahan bertandan dan kekacang,"penanaman kelapa, lihat 01263",
4,A,01,012,0126,-,Growing of oleaginous fruits,"growing of soya beans, groundnuts and other oil seeds, see 0111",,Penanaman buah untuk minyak,"penanaman kacang soya, kacang tanah dan bijian lain untuk minyak lihat 0111",
4,A,01,012,0127,-,Growing of beverage crops,,,Penanaman tanaman minuman,,
4,A,01,012,0128,-,"Growing of spices, aromatic, drug and pharmaceutical crops",,,"Penanaman rempah ratus, aromatik dan tanaman untuk ubat",,
4,A,01,012,0129,-,Growing of other perennial crops,,,Penanaman tanaman kekal lain,,
4,A,01,013,0130,-,Plant propagation,"growing of plants for the purpose of seed production, see groups 011 and 012",,Pembiakan tumbuhan,"penanaman tumbuhan untuk tujuan pengeluaran benih, lihat kumpulan 011 dan 012",
4,A,01,014,0141,-,Raising of cattle and buffaloes,"_x000D_ processing of milk, see 1050",,Penternakan lembu dan kerbau,"pemprosesan susu, lihat 1050",
4,A,01,014,0142,-,Raising of horses and other equines,"operation of racing and riding stables, see 9319",racing horses,Penternakan kuda dan kuda lumba lain,"operasi kandang untuk kuda perlumbaan dan tunggangan, lihat 9319",kuda lumba
4,A,01,014,0143,-,Raising of camels and camelids,,,Penternakan unta dan camelid,,
4,A,01,014,0144,-,Raising of sheep and goats,"(a) sheep shearing on a fee or contract basis, see 0162_x000D_ (b) production of pulled wool, see 10103_x000D_ (c ) processing of milk, see 1050",,Penternakan biri-biri dan kambing,"(a) pengguntingan bulu biri-biri berasaskan yuran atau kontrak, lihat 0162 (b) pengeluaran bulu biri-biri, lihat 10103 (c) pemprosesan susu, lihat 1050",
4,A,01,014,0145,-,Raising of swine/pigs,,,Penternakan babi,,
4,A,01,014,0146,-,Raising of poultry,"_x000D_production of feathers or down, see 1010",,Penternakan unggas,"pengeluaran bulu, lihat 1010",
4,A,01,014,0149,-,Raising of other animals,"_x000D_(a) production of hides and skins originating from hunting and trapping, see 0170_x000D_ (b) operation of frog farms, crocodile farms, marine worm farms, see 03225, 03218_x000D_ (c )operation of fish farms, see 03211, 03221_x000D_ (d) training of pet animals, see 96094",,Penternakan haiwan lain,"(a) pengeluaran kulit haiwan hasil daripada pemburuan dan penjeratan, lihat 0170; (b) operasi ternakan katak, buaya, dan cacing laut, lihat 03225, 03218; (c) operasi ternakan ikan, lihat 03211, 03221; (d) melatih haiwan peliharaan, lihat 96094",
4,A,01,015,0150,-,Mixed farming,"(a) mixed crop farming, see groups 011 and 012; (b) mixed animal farming, see group 014","the combined production of crops and animals without a specialized production of crops or animals. The size of the overall farming operation is not a determining factor. If either production of crops or animals in a given unit exceeds 66 per cent or more of standard gross margins, the combined activity should not be included here, but allocated to crop or animal farming.",Pertanian campuran,"(a) pertanian tanaman campuran, lihat kumpulan 011 dan 012 termasuk: (b) penternakan pelbagai haiwan, lihat kumpulan 014","kombinasi pengeluaran tanaman dan haiwan tanpa pengkhususan dalam pengeluaran tanaman atau haiwan tersebut. Jika pengeluaran tanaman atau haiwan dalam sesuatu unit melebihi 66 peratus atau melebihi standard keuntungan kasar, kombinasi aktiviti ini tidak seharusnya dimasukkan di sini, tetapi diletakkan di dalam tanaman atau penternakan haiwan."
4,A,01,016,0161,-,Support activities for crops production,"(a) post-harvest crop activities, see 0163; (b)activities of agronomists and agricultural economists, see 74905; (c )landscape architecture, see 71101; (d) landscape gardening, planting, see 81300; (e) maintenance of land to keep it in good ecological condition, see 81300 (f) organization of agricultural shows and fairs see 82301",,Aktiviti sokongan untuk pengeluaran tanaman,"(a) aktiviti tanaman selepas tuaian, lihat 0163; (b) aktiviti agronomi dan ahli ekonomi pertanian, lihat 74905; (c) senibina landskap, lihat 71101; (d) kebun untuk landskap, menanam, lihat 81300; (e) penyelenggaraan tanah bagi memastikannya berada dalam keadaan ekologi yang baik, lihat 81300; (f) penganjuran pertunjukan dan pameran pertanian, lihat 82301",
4,A,01,016,0162,-,Support activities for animal production,"(a) provision of space for animal boarding only, see 68109_x000D_ (b) veterinary activities, see 75000_x000D_ (c ) vaccination of animals, see 75000_x000D_ (d) renting of animals (e.g. herds), see 77309_x000D_ (e) service activities to promote commercial hunting and trapping, see 94990 (f) pet boarding, see 96094",activities of farrier,Aktiviti sokongan untuk pengeluaran ternakan,"(a) peruntukan ruang untuk penempatan haiwan sahaja, lihat 68109; (b) aktiviti veterinar, lihat 75000; (c) vaksinasi haiwan, lihat 75000; (d) sewaan haiwan (cth: kumpulan haiwan), lihat 77309; (e) aktiviti perkhidmatan bagi mempromosi pemburuan dan penjeratan komersil, lihat 94990; (f) penempatan haiwan peliharaan, lihat 96094",aktiviti tukang ladam kuda
4,A,01,016,0163,-,Post-harvest crops activities,"(a) preparation of agricultural products by the producer, see groups 011 and 012_x000D_ (b) preserving of fruit and vegetables, including dehydration by artificial means, see 1030_x000D_ (c ) stemming and redrying of tobacco, see 1200_x000D_ (d) marketing activities of comission merchants and cooperative association, see division 46 (e) wholesale of agricultural raw materials, see 4620",,Aktiviti tanaman selepas tuaian,"(a) penyediaan produk pertanian oleh pengeluar, lihat kumpulan 011 atau 012; (b) pengawetan buah-buahan dan sayur-sayuran, termasuk penyahhidratan dengan kaedah tiruan, lihat 1030; (c) memetik daun tembakau dan pengeringan semula tembakau, lihat 1200; (d) aktiviti pemasaran pedagang yang menerima komisyen dan persatuan koperasi, lihat bahagian 46; (e) pemborong bahan mentah pertanian, lihat 4620",
4,A,01,016,0164,-,Seed processing for propagation,"(a) Growing of seed, see group 011 and 012 (b) processing of seeds to obtain oil, see 1040 (c) research to develop or modify new forms of seeds, see 7210","(a) all post-harvest activities aimed at improving the [ropagation quality of seed thought the removal of non-seed materials,undersized,mechanically or insect-damaged and immature seeds as well as removing the seed moisture to a safe level for seed storage. (b) The drying,cleaning,grading and treating of seeds until they are marketed ,(c) The treatment of genetically modified seeds",Pemprosesan benih untuk pembiakan,"(a) penanaman benih, lihat kumpulan 011 dan 012 (b) pemprosesan benih untuk mendapatkan minyak, lihat 1040 (c) penyelidikan untuk membangun dan memodifikasi benih dalam bentuk baru, lihat 7210","(a) semua aktiviti selepas penuaian bagi tujuan penambahbaikan kualiti benih pembiakan melalui proses mengeluarkan bahan bukan benih, benih yang lebih kecil, rosak kerana serangga atau mekanikal dan benih belum matang termasuk juga mengawal kelembapan benih pada tahap yang selamat untuk disimpan (b) mengering, membersih, menggred dan merawat benih sehingga dipasarkan (c) rawatan benih yang telah dimodifikasikan secara genetik"
